time,rayId,X,Y,Z,intensity
4.00038,3,0,0,0,0
4.00038,4,0,0,0,0
4.00038,5,0,0,0,0
4.00038,6,8.75088,-0.22915,-0.382203,0.0118846
4.00038,7,16.4363,-0.430399,-0.430546,0.00633135
4.00038,8,134.106,-3.5117,-1.17073,0.000776216
4.00038,9,0,0,0,0
4.00038,10,0,0,0,0
4.00038,11,0,0,0,0
4.00038,12,8.7542,-0.0763967,-0.382231,0.0118837
4.00038,13,16.4436,-0.143501,-0.430606,0.00633048
4.00038,14,134.299,-1.17201,-1.17206,0.000775338
4.00038,15,0,0,0,0
4.00038,16,0,0,0,0
4.00038,17,0,0,0,0
4.00038,18,8.75439,0.0763984,-0.382239,0.0118834
4.00038,19,16.4442,0.143507,-0.430624,0.00633021
4.00038,20,134.346,1.17242,-1.17246,0.00077507
4.00038,21,0,0,0,0
4.00038,22,0,0,0,0
4.00038,23,0,0,0,0
4.00038,24,8.75147,0.229165,-0.382228,0.0118838
4.00038,25,16.4383,0.430453,-0.430601,0.00633055
4.00038,26,134.245,3.51534,-1.17194,0.000775411
4.00038,27,0,0,0,0
4.00038,28,0,0,0,0
4.00038,29,0,0,0,0
4.00038,30,8.74543,0.381834,-0.382198,0.0118847
4.00038,31,16.4259,0.717169,-0.430536,0.0063315
4.00038,32,133.999,5.85053,-1.17051,0.000776363
4.00038,33,0,0,0,0
4.00038,34,0,0,0,0
4.00038,35,0,0,0,0
4.10002,0,8.73469,-0.381365,-0.381728,0.0118857
4.10002,1,16.4045,-0.716236,-0.429976,0.00633248
4.10002,2,133.677,-5.83646,-1.16769,0.000777342
4.10002,3,0,0,0,0
4.10002,4,0,0,0,0
4.10002,5,0,0,0,0
4.10002,6,8.74114,-0.228895,-0.381777,0.0118842
4.10002,7,16.4185,-0.429932,-0.43008,0.00633095
4.10002,8,134.022,-3.50949,-1.16999,0.000775815
4.10002,9,0,0,0,0
4.10002,10,0,0,0,0
4.10002,11,0,0,0,0
4.10002,12,8.74448,-0.0763119,-0.381807,0.0118832
4.10002,13,16.4258,-0.143346,-0.430142,0.00633004
4.10002,14,134.222,-1.17133,-1.17138,0.000774897
4.10002,15,0,0,0,0
4.10002,16,0,0,0,0
4.10002,17,0,0,0,0
4.10002,18,8.74471,0.076314,-0.381817,0.0118829
4.10002,19,16.4266,0.143353,-0.430163,0.00632973
4.10002,20,134.275,1.1718,-1.17184,0.000774589
4.10002,21,0,0,0,0
4.10002,22,0,0,0,0
4.10002,23,0,0,0,0
4.10002,24,8.74182,0.228913,-0.381807,0.0118832
4.10002,25,16.4209,0.429995,-0.430142,0.00633003
4.10002,26,134.182,3.51367,-1.17139,0.000774891
4.10002,27,0,0,0,0
4.10002,28,0,0,0,0
4.10002,29,0,0,0,0
4.10002,30,8.73582,0.381414,-0.381778,0.0118842
4.10002,31,16.4085,0.71641,-0.43008,0.00633094
4.10002,32,133.942,5.84804,-1.17001,0.000775803
4.10002,33,0,0,0,0
4.10002,34,0,0,0,0
4.10002,35,0,0,0,0
4.20019,0,8.75828,-0.382395,-0.382759,0.0118854
4.20019,1,16.4491,-0.718184,-0.431146,0.00633222
4.20019,2,134.08,-5.85405,-1.17121,0.000777084
4.20019,3,0,0,0,0
4.20019,4,0,0,0,0
4.20019,5,0,0,0,0
4.20019,6,8.76477,-0.229514,-0.382809,0.0118839
4.20019,7,16.4632,-0.431104,-0.431252,0.00633067
4.20019,8,134.431,-3.52019,-1.17356,0.000775527
4.20019,9,0,0,0,0
4.20019,10,0,0,0,0
4.20019,11,0,0,0,0
4.20019,12,8.76814,-0.0765184,-0.38284,0.0118829
4.20019,13,16.4707,-0.143737,-0.431316,0.00632972
4.20019,14,77.0841,-0.672703,-0.672729,0.232279
4.20019,15,0,0,0,0
4.20019,16,0,0,0,0
4.20019,17,0,0,0,0
4.20019,18,8.76839,0.0765206,-0.382851,0.0118826
4.20019,19,16.4715,0.143745,-0.431339,0.00632938
4.20019,20,134.694,1.17546,-1.17551,0.000774245
4.20019,21,0,0,0,0
4.20019,22,0,0,0,0
4.20019,23,0,0,0,0
4.20019,24,8.76552,0.229533,-0.382842,0.0118829
4.20019,25,16.4658,0.431172,-0.43132,0.00632966
4.20019,26,134.606,3.52478,-1.17509,0.000774519
4.20019,27,0,0,0,0
4.20019,28,0,0,0,0
4.20019,29,0,0,0,0
4.20019,30,8.75952,0.382449,-0.382813,0.0118838
4.20019,31,16.4535,0.718375,-0.43126,0.00633054
4.20019,32,134.37,5.86674,-1.17375,0.000775404
4.20019,33,0,0,0,0
4.20019,34,0,0,0,0
4.20019,35,0,0,0,0
4.30982,0,8.75045,-0.382053,-0.382417,0.0118851
4.30982,1,16.4348,-0.717557,-0.430769,0.00633193
4.30982,2,134.007,-5.85088,-1.17058,0.00077679
4.30982,3,0,0,0,0
4.30982,4,0,0,0,0
4.30982,5,0,0,0,0
4.30982,6,8.75695,-0.229309,-0.382468,0.0118836
4.30982,7,16.4489,-0.430729,-0.430877,0.00633034
4.30982,8,134.363,-3.51842,-1.17297,0.000775205
4.30982,9,0,0,0,0
4.30982,10,0,0,0,0
4.30982,11,0,0,0,0
4.30982,12,8.76034,-0.0764503,-0.382499,0.0118826
4.30982,13,16.4564,-0.143613,-0.430943,0.00632937
4.30982,14,76.3906,-0.666651,-0.666676,0.276553
4.30982,15,0,0,0,0
4.30982,16,0,0,0,0
4.30982,17,0,0,0,0
4.30982,18,8.76061,0.0764526,-0.382511,0.0118822
4.30982,19,16.4574,0.143621,-0.430968,0.00632901
4.30982,20,134.637,1.17496,-1.175,0.000773866
4.30982,21,0,0,0,0
4.30982,22,0,0,0,0
4.30982,23,0,0,0,0
4.30982,24,8.75776,0.22933,-0.382503,0.0118825
4.30982,25,16.4517,0.430804,-0.430951,0.00632925
4.30982,26,134.553,3.52339,-1.17463,0.000774111
4.30982,27,0,0,0,0
4.30982,28,0,0,0,0
4.30982,29,0,0,0,0
4.30982,30,8.75179,0.382111,-0.382475,0.0118833
4.30982,31,16.4395,0.717764,-0.430893,0.00633011
4.30982,32,134.322,5.86464,-1.17333,0.000774967
4.30982,33,0,0,0,0
4.30982,34,0,0,0,0
4.30982,35,0,0,0,0
4.40988,0,8.75303,-0.382166,-0.38253,0.0118849
4.40988,1,16.4399,-0.717781,-0.430903,0.00633171
4.40988,2,134.081,-5.85412,-1.17123,0.000776575
4.40988,3,0,0,0,0
4.40988,4,0,0,0,0
4.40988,5,0,0,0,0
4.40988,6,8.75955,-0.229377,-0.382581,0.0118833
4.40988,7,16.4541,-0.430865,-0.431012,0.00633011
4.40988,8,134.44,-3.52044,-1.17364,0.000774974
4.40988,9,0,0,0,0
4.40988,10,0,0,0,0
4.40988,11,0,0,0,0
4.40988,12,8.76295,-0.0764731,-0.382613,0.0118823
4.40988,13,16.4616,-0.143659,-0.43108,0.00632912
4.40988,14,75.7384,-0.660959,-0.660984,0.276554
4.40988,15,0,0,0,0
4.40988,16,0,0,0,0
4.40988,17,0,0,0,0
4.40988,18,8.76323,0.0764755,-0.382625,0.011882
4.40988,19,16.4626,0.143667,-0.431106,0.00632874
4.40988,20,134.72,1.17568,-1.17572,0.000773604
4.40988,21,0,0,0,0
4.40988,22,0,0,0,0
4.40988,23,0,0,0,0
4.40988,24,8.76039,0.229399,-0.382618,0.0118822
4.40988,25,16.457,0.430942,-0.43109,0.00632897
4.40988,26,134.638,3.52563,-1.17537,0.000773834
4.40988,27,0,0,0,0
4.40988,28,0,0,0,0
4.40988,29,0,0,0,0
4.40988,30,8.75444,0.382227,-0.382591,0.011883
4.40988,31,16.4448,0.717996,-0.431033,0.00632981
4.40988,32,134.41,5.86848,-1.1741,0.000774674
4.40988,33,0,0,0,0
4.40988,34,0,0,0,0
4.40988,35,0,0,0,0
4.5004,0,8.75506,-0.382254,-0.382618,0.0118847
4.5004,1,16.4439,-0.717955,-0.431008,0.00633154
4.5004,2,134.141,-5.85671,-1.17174,0.000776399
4.5004,3,0,0,0,0
4.5004,4,0,0,0,0
4.5004,5,0,0,0,0
4.5004,6,8.76158,-0.22943,-0.38267,0.0118831
4.5004,7,16.4581,-0.43097,-0.431118,0.00632993
4.5004,8,134.501,-3.52204,-1.17418,0.000774791
4.5004,9,0,0,0,0
4.5004,10,0,0,0,0
4.5004,11,0,0,0,0
4.5004,12,8.76498,-0.0764908,-0.382702,0.0118821
4.5004,13,16.4657,-0.143694,-0.431186,0.00632893
4.5004,14,75.136,-0.655702,-0.655727,0.276554
4.5004,15,0,0,0,0
4.5004,16,0,0,0,0
4.5004,17,0,0,0,0
4.5004,18,8.76527,0.0764933,-0.382714,0.0118818
4.5004,19,16.4667,0.143703,-0.431212,0.00632854
4.5004,20,134.783,1.17624,-1.17628,0.000773405
4.5004,21,0,0,0,0
4.5004,22,0,0,0,0
4.5004,23,0,0,0,0
4.5004,24,8.76243,0.229452,-0.382707,0.011882
4.5004,25,16.4611,0.431049,-0.431197,0.00632877
4.5004,26,134.703,3.52733,-1.17594,0.000773628
4.5004,27,0,0,0,0
4.5004,28,0,0,0,0
4.5004,29,0,0,0,0
4.5004,30,8.75648,0.382316,-0.38268,0.0118828
4.5004,31,16.4489,0.718175,-0.43114,0.0063296
4.5004,32,134.476,5.87137,-1.17468,0.000774461
4.5004,33,0,0,0,0
4.5004,34,0,0,0,0
4.5004,35,0,0,0,0
4.6001,0,8.75652,-0.382318,-0.382682,0.0118846
4.6001,1,16.4469,-0.718085,-0.431086,0.00633136
4.6001,2,134.192,-5.85895,-1.17219,0.000776221
4.6001,3,0,0,0,0
4.6001,4,0,0,0,0
4.6001,5,0,0,0,0
4.6001,6,8.76305,-0.229468,-0.382734,0.011883
4.6001,7,16.4611,-0.431048,-0.431196,0.00632975
4.6001,8,134.553,-3.52339,-1.17463,0.000774611
4.6001,9,0,0,0,0
4.6001,10,0,0,0,0
4.6001,11,0,0,0,0
4.6001,12,8.76646,-0.0765037,-0.382766,0.011882
4.6001,13,16.4687,-0.14372,-0.431264,0.00632875
4.6001,14,74.4569,-0.649776,-0.6498,0.276555
4.6001,15,0,0,0,0
4.6001,16,0,0,0,0
4.6001,17,0,0,0,0
4.6001,18,8.76674,0.0765062,-0.382779,0.0118816
4.6001,19,16.4697,0.143729,-0.43129,0.00632836
4.6001,20,134.836,1.17669,-1.17674,0.000773223
4.6001,21,0,0,0,0
4.6001,22,0,0,0,0
4.6001,23,0,0,0,0
4.6001,24,8.76391,0.229491,-0.382772,0.0118818
4.6001,25,16.4641,0.431127,-0.431275,0.00632858
4.6001,26,134.756,3.5287,-1.1764,0.000773445
4.6001,27,0,0,0,0
4.6001,28,0,0,0,0
4.6001,29,0,0,0,0
4.6001,30,8.75795,0.38238,-0.382745,0.0118826
4.6001,31,16.4519,0.718306,-0.431219,0.00632942
4.6001,32,134.529,5.87366,-1.17513,0.000774277
4.6001,33,0,0,0,0
4.6001,34,0,0,0,0
4.6001,35,0,0,0,0
4.70977,0,8.75865,-0.382411,-0.382775,0.0118844
4.70977,1,16.4511,-0.718269,-0.431197,0.00633118
4.70977,2,134.254,-5.86166,-1.17273,0.000776039
4.70977,3,0,0,0,0
4.70977,4,0,0,0,0
4.70977,5,0,0,0,0
4.70977,6,8.76517,-0.229524,-0.382827,0.0118828
4.70977,7,16.4653,-0.431158,-0.431306,0.00632958
4.70977,8,134.614,-3.52499,-1.17516,0.000774436
4.70977,9,0,0,0,0
4.70977,10,0,0,0,0
4.70977,11,0,0,0,0
4.70977,12,8.76857,-0.0765222,-0.382859,0.0118818
4.70977,13,16.4729,-0.143756,-0.431373,0.00632858
4.70977,14,73.6913,-0.643094,-0.643119,0.276555
4.70977,15,0,0,0,0
4.70977,16,0,0,0,0
4.70977,17,0,0,0,0
4.70977,18,8.76885,0.0765246,-0.382871,0.0118814
4.70977,19,16.4739,0.143765,-0.431399,0.0063282
4.70977,20,134.894,1.1772,-1.17725,0.000773063
4.70977,21,0,0,0,0
4.70977,22,0,0,0,0
4.70977,23,0,0,0,0
4.70977,24,8.76601,0.229546,-0.382864,0.0118816
4.70977,25,16.4682,0.431236,-0.431384,0.00632843
4.70977,26,134.813,3.5302,-1.1769,0.000773292
4.70977,27,0,0,0,0
4.70977,28,0,0,0,0
4.70977,29,0,0,0,0
4.70977,30,8.76006,0.382472,-0.382837,0.0118825
4.70977,31,16.456,0.718486,-0.431327,0.00632927
4.70977,32,134.585,5.8761,-1.17562,0.000774132
4.70977,33,0,0,0,0
4.70977,34,0,0,0,0
4.70977,35,0,0,0,0
4.80995,0,8.76127,-0.382525,-0.38289,0.0118842
4.80995,1,16.4562,-0.718492,-0.431331,0.00633102
4.80995,2,134.32,-5.86452,-1.17331,0.000775883
4.80995,3,0,0,0,0
4.80995,4,0,0,0,0
4.80995,5,0,0,0,0
4.80995,6,8.76778,-0.229593,-0.382941,0.0118826
4.80995,7,16.4703,-0.431291,-0.431439,0.00632943
4.80995,8,134.677,-3.52665,-1.17571,0.000774293
4.80995,9,0,0,0,0
4.80995,10,0,0,0,0
4.80995,11,0,0,0,0
4.80995,12,8.77118,-0.0765449,-0.382973,0.0118817
4.80995,13,16.4779,-0.143801,-0.431506,0.00632845
4.80995,14,72.9766,-0.636858,-0.636882,0.276556
4.80995,15,0,0,0,0
4.80995,16,0,0,0,0
4.80995,17,0,0,0,0
4.80995,18,8.77145,0.0765473,-0.382984,0.0118813
4.80995,19,16.4789,0.143809,-0.431531,0.00632809
4.80995,20,134.953,1.17772,-1.17776,0.000772946
4.80995,21,0,0,0,0
4.80995,22,0,0,0,0
4.80995,23,0,0,0,0
4.80995,24,8.7686,0.229614,-0.382976,0.0118815
4.80995,25,16.4732,0.431367,-0.431514,0.00632833
4.80995,26,134.87,3.53169,-1.17739,0.000773188
4.80995,27,0,0,0,0
4.80995,28,0,0,0,0
4.80995,29,0,0,0,0
4.80995,30,8.76262,0.382585,-0.382949,0.0118824
4.80995,31,16.461,0.718701,-0.431456,0.00632918
4.80995,32,134.639,5.87847,-1.1761,0.000774041
4.80995,33,0,0,0,0
4.80995,34,0,0,0,0
4.80995,35,0,0,0,0
4.9004,0,8.76315,-0.382607,-0.382972,0.0118841
4.9004,1,16.4599,-0.718654,-0.431428,0.00633088
4.9004,2,134.37,-5.86674,-1.17375,0.000775746
4.9004,3,0,0,0,0
4.9004,4,0,0,0,0
4.9004,5,0,0,0,0
4.9004,6,8.76966,-0.229641,-0.383023,0.0118825
4.9004,7,16.474,-0.431387,-0.431535,0.00632931
4.9004,8,134.725,-3.52791,-1.17613,0.000774173
4.9004,9,0,0,0,0
4.9004,10,0,0,0,0
4.9004,11,0,0,0,0
4.9004,12,8.77303,-0.0765611,-0.383053,0.0118816
4.9004,13,16.4815,-0.143832,-0.4316,0.00632835
4.9004,14,72.3165,-0.631097,-0.631121,0.276556
4.9004,15,0,0,0,0
4.9004,16,0,0,0,0
4.9004,17,0,0,0,0
4.9004,18,8.77329,0.0765633,-0.383065,0.0118812
4.9004,19,16.4824,0.14384,-0.431624,0.006328
4.9004,20,134.996,1.17809,-1.17813,0.000772859
4.9004,21,0,0,0,0
4.9004,22,0,0,0,0
4.9004,23,0,0,0,0
4.9004,24,8.77043,0.229662,-0.383056,0.0118815
4.9004,25,16.4767,0.431459,-0.431607,0.00632826
4.9004,26,134.909,3.53273,-1.17774,0.000773118
4.9004,27,0,0,0,0
4.9004,28,0,0,0,0
4.9004,29,0,0,0,0
4.9004,30,8.76444,0.382664,-0.383028,0.0118823
4.9004,31,16.4644,0.718853,-0.431547,0.00632913
4.9004,32,134.676,5.88007,-1.17642,0.000773988
4.9004,33,0,0,0,0
4.9004,34,0,0,0,0
4.9004,35,0,0,0,0
5.00052,0,8.76476,-0.382678,-0.383042,0.0118839
5.00052,1,16.4631,-0.718793,-0.431511,0.00633074
5.00052,2,134.419,-5.86884,-1.17417,0.000775601
5.00052,3,0,0,0,0
5.00052,4,0,0,0,0
5.00052,5,0,0,0,0
5.00052,6,8.77124,-0.229683,-0.383092,0.0118824
5.00052,7,16.4771,-0.431469,-0.431617,0.00632919
5.00052,8,134.77,-3.52907,-1.17652,0.000774051
5.00052,9,0,0,0,0
5.00052,10,0,0,0,0
5.00052,11,0,0,0,0
5.00052,12,8.7746,-0.0765749,-0.383122,0.0118815
5.00052,13,16.4846,-0.143859,-0.431681,0.00632825
5.00052,14,71.5708,-0.624589,-0.624613,0.276556
5.00052,15,0,0,0,0
5.00052,16,0,0,0,0
5.00052,17,0,0,0,0
5.00052,18,8.77484,0.0765769,-0.383133,0.0118811
5.00052,19,16.4855,0.143866,-0.431703,0.00632792
5.00052,20,135.032,1.17841,-1.17845,0.000772782
5.00052,21,0,0,0,0
5.00052,22,0,0,0,0
5.00052,23,0,0,0,0
5.00052,24,8.77197,0.229702,-0.383124,0.0118814
5.00052,25,16.4797,0.431536,-0.431684,0.0063282
5.00052,26,134.942,3.53358,-1.17802,0.000773064
5.00052,27,0,0,0,0
5.00052,28,0,0,0,0
5.00052,29,0,0,0,0
5.00052,30,8.76597,0.38273,-0.383095,0.0118823
5.00052,31,16.4673,0.71898,-0.431623,0.00632909
5.00052,32,134.704,5.88131,-1.17667,0.000773956
5.00052,33,0,0,0,0
5.00052,34,0,0,0,0
5.00052,35,0,0,0,0
5.10014,0,8.76645,-0.382751,-0.383116,0.0118838
5.10014,1,16.4664,-0.71894,-0.431599,0.0063306
5.10014,2,134.467,-5.87096,-1.17459,0.000775462
5.10014,3,0,0,0,0
5.10014,4,0,0,0,0
5.10014,5,0,0,0,0
5.10014,6,8.77292,-0.229727,-0.383165,0.0118823
5.10014,7,16.4804,-0.431555,-0.431703,0.00632908
5.10014,8,134.814,-3.53023,-1.17691,0.000773938
5.10014,9,0,0,0,0
5.10014,10,0,0,0,0
5.10014,11,0,0,0,0
5.10014,12,8.77627,-0.0765894,-0.383195,0.0118814
5.10014,13,16.4878,-0.143887,-0.431765,0.00632816
5.10014,14,70.8137,-0.617982,-0.618005,0.276556
5.10014,15,0,0,0,0
5.10014,16,0,0,0,0
5.10014,17,0,0,0,0
5.10014,18,8.77649,0.0765912,-0.383204,0.0118811
5.10014,19,16.4886,0.143894,-0.431786,0.00632786
5.10014,20,135.067,1.17871,-1.17876,0.000772722
5.10014,21,0,0,0,0
5.10014,22,0,0,0,0
5.10014,23,0,0,0,0
5.10014,24,8.77359,0.229744,-0.383194,0.0118814
5.10014,25,16.4828,0.431617,-0.431765,0.00632817
5.10014,26,134.972,3.53437,-1.17829,0.00077303
5.10014,27,0,0,0,0
5.10014,28,0,0,0,0
5.10014,29,0,0,0,0
5.10014,30,8.76756,0.3828,-0.383165,0.0118823
5.10014,31,16.4704,0.719111,-0.431702,0.00632909
5.10014,32,134.73,5.88244,-1.17689,0.000773949
5.10014,33,0,0,0,0
5.10014,34,0,0,0,0
5.10014,35,0,0,0,0
5.20047,0,8.76872,-0.382851,-0.383215,0.0118837
5.20047,1,16.4709,-0.719133,-0.431715,0.00633047
5.20047,2,134.524,-5.87342,-1.17509,0.000775328
5.20047,3,0,0,0,0
5.20047,4,0,0,0,0
5.20047,5,0,0,0,0
5.20047,6,8.77517,-0.229786,-0.383263,0.0118822
5.20047,7,16.4848,-0.431669,-0.431817,0.00632897
5.20047,8,134.866,-3.53158,-1.17736,0.000773833
5.20047,9,0,0,0,0
5.20047,10,0,0,0,0
5.20047,11,0,0,0,0
5.20047,12,8.7785,-0.0766088,-0.383292,0.0118813
5.20047,13,16.4921,-0.143924,-0.431877,0.00632809
5.20047,14,70.0367,-0.611201,-0.611224,0.276556
5.20047,15,0,0,0,0
5.20047,16,0,0,0,0
5.20047,17,0,0,0,0
5.20047,18,8.7787,0.0766105,-0.383301,0.011881
5.20047,19,16.4928,0.143931,-0.431896,0.00632781
5.20047,20,135.109,1.17908,-1.17912,0.000772675
5.20047,21,0,0,0,0
5.20047,22,0,0,0,0
5.20047,23,0,0,0,0
5.20047,24,8.77578,0.229802,-0.38329,0.0118814
5.20047,25,16.4869,0.431725,-0.431873,0.00632815
5.20047,26,135.009,3.53533,-1.17861,0.000773012
5.20047,27,0,0,0,0
5.20047,28,0,0,0,0
5.20047,29,0,0,0,0
5.20047,30,8.76973,0.382895,-0.383259,0.0118823
5.20047,31,16.4744,0.719288,-0.431809,0.0063291
5.20047,32,134.761,5.88381,-1.17717,0.00077396
5.20047,33,0,0,0,0
5.20047,34,0,0,0,0
5.20047,35,0,0,0,0
5.30014,0,8.77067,-0.382936,-0.3833,0.0118836
5.30014,1,16.4747,-0.719299,-0.431815,0.00633034
5.30014,2,134.574,-5.87563,-1.17553,0.000775202
5.30014,3,0,0,0,0
5.30014,4,0,0,0,0
5.30014,5,0,0,0,0
5.30014,6,8.7771,-0.229837,-0.383348,0.0118821
5.30014,7,16.4885,-0.431767,-0.431915,0.00632888
5.30014,8,134.911,-3.53277,-1.17775,0.000773737
5.30014,9,0,0,0,0
5.30014,10,0,0,0,0
5.30014,11,0,0,0,0
5.30014,12,8.7804,-0.0766254,-0.383375,0.0118812
5.30014,13,16.4958,-0.143956,-0.431973,0.00632802
5.30014,14,69.2953,-0.604731,-0.604754,0.00273348
5.30014,15,0,0,0,0
5.30014,16,0,0,0,0
5.30014,17,0,0,0,0
5.30014,18,8.78059,0.0766269,-0.383383,0.011881
5.30014,19,16.4964,0.143962,-0.43199,0.00632778
5.30014,20,135.144,1.17938,-1.17943,0.000772639
5.30014,21,0,0,0,0
5.30014,22,0,0,0,0
5.30014,23,0,0,0,0
5.30014,24,8.77764,0.22985,-0.383371,0.0118814
5.30014,25,16.4904,0.431817,-0.431965,0.00632815
5.30014,26,135.039,3.53611,-1.17887,0.000773006
5.30014,27,0,0,0,0
5.30014,28,0,0,0,0
5.30014,29,0,0,0,0
5.30014,30,8.77156,0.382975,-0.38334,0.0118823
5.30014,31,16.4778,0.719438,-0.431898,0.00632912
5.30014,32,134.786,5.88488,-1.17738,0.000773984
5.30014,33,0,0,0,0
5.30014,34,0,0,0,0
5.30014,35,0,0,0,0
5.401,0,8.7741,-0.383085,-0.38345,0.0118834
5.401,1,16.4812,-0.719587,-0.431988,0.00633022
5.401,2,134.646,-5.87877,-1.17616,0.000775082
5.401,3,0,0,0,0
5.401,4,0,0,0,0
5.401,5,0,0,0,0
5.401,6,8.78051,-0.229926,-0.383497,0.011882
5.401,7,16.495,-0.431938,-0.432086,0.00632879
5.401,8,134.978,-3.53452,-1.17834,0.000773648
5.401,9,0,0,0,0
5.401,10,0,0,0,0
5.401,11,0,0,0,0
5.401,12,8.78379,-0.0766551,-0.383523,0.0118812
5.401,13,16.5022,-0.144013,-0.432142,0.00632796
5.401,14,70.8939,-0.618681,-0.618705,0.276567
5.401,15,0,0,0,0
5.401,16,0,0,0,0
5.401,17,0,0,0,0
5.401,18,8.78395,0.0766564,-0.38353,0.011881
5.401,19,16.5028,0.144017,-0.432156,0.00632775
5.401,20,135.2,1.17987,-1.17992,0.000772612
5.401,21,68.9324,0.601564,0.601587,0.0210328
5.401,22,0,0,0,0
5.401,23,0,0,0,0
5.401,24,8.78098,0.229938,-0.383517,0.0118814
5.401,25,16.4967,0.431981,-0.432129,0.00632815
5.401,26,135.089,3.53744,-1.17931,0.000773009
5.401,27,0,0,0,0
5.401,28,0,0,0,0
5.401,29,0,0,0,0
5.401,30,8.77489,0.38312,-0.383485,0.0118824
5.401,31,16.484,0.719708,-0.432061,0.00632916
5.401,32,134.831,5.88686,-1.17777,0.000774018
5.401,33,0,0,0,0
5.401,34,0,0,0,0
5.401,35,0,0,0,0
5.50987,0,8.7559,-0.382291,-0.382655,0.0118833
5.50987,1,16.4472,-0.718101,-0.431096,0.00633009
5.50987,2,134.388,-5.86751,-1.1739,0.000774951
5.50987,3,0,0,0,0
5.50987,4,0,0,0,0
5.50987,5,0,0,0,0
5.50987,6,8.76227,-0.229448,-0.3827,0.0118819
5.50987,7,16.4609,-0.431043,-0.431191,0.00632869
5.50987,8,134.713,-3.52758,-1.17603,0.000773553
5.50987,9,0,0,0,0
5.50987,10,0,0,0,0
5.50987,11,0,0,0,0
5.50987,12,8.76552,-0.0764955,-0.382725,0.0118811
5.50987,13,16.4679,-0.143714,-0.431245,0.0063279
5.50987,14,70.0366,-0.6112,-0.611224,0.276567
5.50987,15,0,0,0,0
5.50987,16,0,0,0,0
5.50987,17,0,0,0,0
5.50987,18,8.76565,0.0764966,-0.382731,0.0118809
5.50987,19,16.4684,0.143718,-0.431257,0.00632773
5.50987,20,134.922,1.17745,-1.17749,0.000772588
5.50987,21,67.9915,0.593353,0.593376,0.0735604
5.50987,22,0,0,0,0
5.50987,23,0,0,0,0
5.50987,24,8.76266,0.229458,-0.382717,0.0118814
5.50987,25,16.4623,0.43108,-0.431227,0.00632816
5.50987,26,134.806,3.53001,-1.17683,0.000773022
5.50987,27,0,0,0,0
5.50987,28,0,0,0,0
5.50987,29,0,0,0,0
5.50987,30,8.75655,0.382319,-0.382684,0.0118824
5.50987,31,16.4495,0.718201,-0.431156,0.0063292
5.50987,32,134.542,5.87421,-1.17525,0.000774066
5.50987,33,0,0,0,0
5.50987,34,0,0,0,0
5.50987,35,0,0,0,0
5.60056,0,8.78911,-0.383741,-0.384106,0.0118832
5.60056,1,16.5097,-0.720829,-0.432733,0.00633001
5.60056,2,134.91,-5.8903,-1.17846,0.000774875
5.60056,3,0,0,0,0
5.60056,4,0,0,0,0
5.60056,5,0,0,0,0
5.60056,6,8.79548,-0.230318,-0.384151,0.0118818
5.60056,7,16.5234,-0.432679,-0.432827,0.00632864
5.60056,8,135.233,-3.54119,-1.18056,0.000773498
5.60056,9,0,0,0,0
5.60056,10,0,0,0,0
5.60056,11,0,0,0,0
5.60056,12,8.79873,-0.0767854,-0.384175,0.0118811
5.60056,13,16.5304,-0.144259,-0.43288,0.00632787
5.60056,14,69.2804,-0.604601,-0.604624,0.000515973
5.60056,15,0,0,0,0
5.60056,16,0,0,0,0
5.60056,17,0,0,0,0
5.60056,18,8.79885,0.0767863,-0.38418,0.0118809
5.60056,19,16.5308,0.144262,-0.43289,0.00632772
5.60056,20,135.435,1.18192,-1.18197,0.000772577
5.60056,21,67.1292,0.585828,0.58585,0.0735607
5.60056,22,0,0,0,0
5.60056,23,0,0,0,0
5.60056,24,8.79582,0.230327,-0.384165,0.0118814
5.60056,25,16.5246,0.432711,-0.432859,0.00632817
5.60056,26,135.314,3.54333,-1.18127,0.000773032
5.60056,27,0,0,0,0
5.60056,28,0,0,0,0
5.60056,29,0,0,0,0
5.60056,30,8.78968,0.383766,-0.384131,0.0118824
5.60056,31,16.5117,0.720917,-0.432786,0.00632924
5.60056,32,135.045,5.89621,-1.17965,0.000774098
5.60056,33,0,0,0,0
5.60056,34,0,0,0,0
5.60056,35,0,0,0,0
5.70976,0,8.77718,-0.38322,-0.383585,0.0118831
5.70976,1,16.4874,-0.719856,-0.43215,0.0063299
5.70976,2,134.745,-5.88308,-1.17702,0.000774766
5.70976,3,0,0,0,0
5.70976,4,0,0,0,0
5.70976,5,0,0,0,0
5.70976,6,8.78352,-0.230005,-0.383628,0.0118818
5.70976,7,16.501,-0.432093,-0.432241,0.00632856
5.70976,8,135.061,-3.5367,-1.17907,0.000773421
5.70976,9,0,0,0,0
5.70976,10,0,0,0,0
5.70976,11,0,0,0,0
5.70976,12,8.78674,-0.0766807,-0.383652,0.011881
5.70976,13,16.5079,-0.144062,-0.432291,0.00632783
5.70976,14,135.231,-1.18014,-1.18019,0.000772687
5.70976,15,66.2784,-0.578403,0.578425,0.0393509
5.70976,16,0,0,0,0
5.70976,17,0,0,0,0
5.70976,18,8.78683,0.0766815,-0.383656,0.0118809
5.70976,19,16.5082,0.144065,-0.4323,0.0063277
5.70976,20,135.252,1.18033,-1.18037,0.000772564
5.70976,21,66.1318,0.577123,0.577145,0.0517008
